,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
0,Republican,"GREAT NEWS! This week, the Senate passed the bipartisan National Defense Authorization Act.

The #FY20NDAA secures the largest pay-raise in a decade for our brave men and women in uniform. https://t.co/XqHNXQzxiW",Senate of Republican,31,0.0,0.678,0.322,0.9067
1,Republican,"58 days.
 
81 efforts blocked in the House.
 
84 yea votes in the Senate.
 
0 time left to waste.
 
@SpeakerPelosi: Pass the Senate bill. https://t.co/35qSGbP7cT",Senate of Republican,25,0.182,0.818,0.0,-0.5994
2,Republican,"✅ PASSED: The National Defense Authorization Act (#FY20NDAA).

This important legislation carries out one of Congress' most fundamental constitutional duties: keeping our nation safe in a dangerous world. https://t.co/YsWJCZp6x6",Senate of Republican,29,0.096,0.712,0.192,0.2732
3,Republican,".@HouseDemocrats: This crisis demands action. 

Pass the Senate bill. https://t.co/E8ZhrC7tVD",Senate of Republican,10,0.313,0.687,0.0,-0.6249
4,Republican,"By an overwhelming 84-8 vote, the Senate just passed a strong bipartisan compromise that would begin to address the crisis at our southern border.
 
Now—after *two months* of obstruction—it’s time for @HouseDemocrats to do the same. https://t.co/oRpJwmAJ13",Senate of Republican,37,0.099,0.821,0.08,-0.2023
5,Republican,We can't prepare for the conflicts of tomorrow with the weapons and equipment of yesterday. That's why the #FY20NDAA modernizes our military capabilities and solidifies our combat advantage. https://t.co/yV3RxkEaYl https://t.co/aLTKfnwj7c,Senate of Republican,30,0.22,0.724,0.056,-0.7096
6,Republican,"There is a humanitarian crisis at our southern border. The President asked Congress to act eight weeks ago. The Democrats continue to play politics, but Republicans have been clear – this is a top priority. We need to resolve it now. - @SenJohnBarrasso https://t.co/rPaRlRq6Y3",Senate of Republican,44,0.053,0.725,0.222,0.7992
7,Republican,"The #FY20NDAA prioritizes quality of life for America’s troops and their families—including the largest pay-raise in over a decade.
 
The Senate should move quickly to pass this important, bipartisan national defense bill. https://t.co/yWeXs3hy7K",Senate of Republican,33,0.0,0.896,0.104,0.3612
8,Republican,"Iran’s recent aggression is a reminder of the need for a strong military to protect the American people.
 
The #FY20NDAA was approved by @SASCMajority with bipartisan support. 

The Senate should move quickly to pass this important national defense bill. https://t.co/netKtiC8Yv",Senate of Republican,40,0.046,0.644,0.31,0.8934
9,Republican,LIVE NOW: Senate Republicans speak to the press https://t.co/CKZxGlsAPx,Senate of Republican,9,0.0,1.0,0.0,0.0
10,Republican,"The #FY20NDAA secures a 3.1% pay raise for uniformed personnel. 

This is the largest pay raise for our nation’s servicemen and women in a decade. https://t.co/a2dscVDYvn",Senate of Republican,26,0.107,0.805,0.088,0.128
11,Republican,The FY2020 NDAA carries out one of Congress' most fundamental constitutional duties: keeping our nation safe in a dangerous world 🇺🇸 https://t.co/n64zLYmqiG,Senate of Republican,22,0.124,0.76,0.116,-0.0516
12,Republican,"The breaking point has long passed at the border.

After *53 days* of needless obstruction, it’s time for @SpeakerPelosi &amp; @HouseDemocrats to step up to the plate and be part of the solution. https://t.co/mgW87uBTmE",Senate of Republican,34,0.0,0.935,0.065,0.3182
13,Republican,"Happy #NationalSelfieDay from South Carolina @SenatorTimScott, one of the strongest selfie games in the Senate. 💪 https://t.co/qLPvV3KCnk",Senate of Republican,17,0.0,0.68,0.32,0.765
14,Republican,"After 52 days of needless obstruction, it’s time for @HouseDemocrats to decide: 

1. Continue acting as if the crisis at the border is “manufactured”; or

2. Finally take action. https://t.co/ckoqx9rixU",Senate of Republican,30,0.124,0.876,0.0,-0.6249
15,Republican,"This week, the Senate begins consideration of the National Defense Authorization Act (NDAA).

This important legislation carries out one of Congress' most fundamental constitutional duties: keeping our nation safe in a dangerous world. https://t.co/8LsrogsufE",Senate of Republican,34,0.081,0.757,0.162,0.2732
16,Republican,"June 6th marked the one-year anniversary of @POTUS signing the VA MISSION Act into law. 

As the VA begins implementation, Senate Republicans speak on this historic legislation that ensures our nation's heroes receive the care they deserve.

LIVE NOW!

https://t.co/zZQt3SIDXv",Senate of Republican,40,0.0,0.848,0.152,0.7777
17,Republican,"“Full-blown emergency.” “Crisis.” “Nightmare.” Whatever you call it, the situation at the border has to be addressed. We need a wall. We need border security. We’ve needed it for years, and we need it now more than ever before. https://t.co/yClj4gfJua https://t.co/NXahGncDK0",Senate of Republican,41,0.0,0.942,0.058,0.34
18,Republican,It’s been a full seven weeks since @POTUS asked Congress to act on the humanitarian crisis at the border. Democrats have been AWOL. Republicans are ready to act. - @SenJohnBarrasso https://t.co/lCIYLqood8,Senate of Republican,31,0.2,0.73,0.07,-0.6841
19,Republican,"144,000 migrants were stopped at the southern border in May — the highest in 13 years.
 
Thousands of migrants are being held in jam-packed facilities that are stretched to the max.
 
As @LindseyGrahamSC said: ""The breaking point has long passed at the border."" https://t.co/tg57ptcaJp",Senate of Republican,44,0.043,0.957,0.0,-0.2263
20,Republican,"It’s been 49 days since @POTUS asked Congress for emergency aid to address the humanitarian crisis on our southern border – which continues to worsen.
 
The Senate will take up legislation next week.
 
Will Dems continue to fight the president – or work to fix the problem? https://t.co/R3VGL0JWlp",Senate of Republican,48,0.272,0.728,0.0,-0.936
21,Republican,"The Senate Republican leadership team (@senatemajldr, @SenJohnThune, @SenJohnBarrasso, @SenJoniErnst, @RoyBlunt , @SenToddYoung) speaks to the press.

WATCH:
https://t.co/pogn5Nxq8E",Senate of Republican,18,0.0,1.0,0.0,0.0
22,Republican,"The crisis on our southern border demands action. 

The top border official calls the situation ‘a full-blown emergency’ and says that ‘the system is broken.’

It’s time for Democrats to step up to the plate and be part of the solution. https://t.co/rlXAeG9FsV",Senate of Republican,42,0.087,0.826,0.087,-0.25
23,Republican,"Happy Father’s Day, everyone! https://t.co/x55WrTJ1VX",Senate of Republican,5,0.0,0.501,0.499,0.6114
24,Republican,"There is a full-blown emergency at our southern border.

But Democrats would rather fight the president than solve the problem.

Here are the facts: https://t.co/sa9GTqlXNs",Senate of Republican,25,0.266,0.673,0.061,-0.7269
25,Republican,"Every heart beats true for the Red, White &amp; Blue 🇺🇸

Happy #FlagDay, everyone! https://t.co/ejKwaNoYC8",Senate of Republican,15,0.0,0.657,0.343,0.7777
26,Republican,"Happy Birthday, @realdonaldtrump! 🎈 https://t.co/SppvCBYQIc",Senate of Republican,5,0.0,0.429,0.571,0.6114
27,Republican,"The crisis on our southern border demands action. 

Immigration officials say they’re at the breaking point.

Unfortunately, Democrats would rather fight the president than fix the problem. https://t.co/EZmZmRpvAY",Senate of Republican,28,0.33,0.67,0.0,-0.8957
28,Republican,"WATCH: There is a crisis at our southern border. @SenJohnBarrasso tells @VarneyCo, “the immigration system is broken. Democrats have been AWOL on this – they would rather fight the President than fix the problem.” https://t.co/bmHo9koeud",Senate of Republican,35,0.307,0.693,0.0,-0.9158
29,Republican,"Happy Birthday, 41. https://t.co/s3qPTuCJx5",Senate of Republican,4,0.0,0.448,0.552,0.5719
30,Republican,"There is a humanitarian and security crisis on our southern border.

Over 144,000 migrants were stopped just last month – the highest monthly total in 13 years. 

It’s time for Democrats to step up to the plate and be part of the solution. https://t.co/zr5aLfh3FH",Senate of Republican,44,0.123,0.78,0.097,-0.3182
31,Republican,The crisis at the southern border has gone from bad to worse. But the Democrats refuse to act. The time for action on immigration is now. – @SenJohnBarrasso https://t.co/mvReUizTXe,Senate of Republican,29,0.35,0.65,0.0,-0.9169
32,Republican,"Senator @ChuckGrassley: ""Dems’ health care, Green New Deal promises riddled with poison pills that would harm us""

https://t.co/7LZHimRnFe",Senate of Republican,18,0.261,0.522,0.216,-0.296
33,Republican,"The facts continue to show: there is a full-blown emergency at our southern border.

Unfortunately, Democrats would rather fight the president than solve the problem. https://t.co/KameBDJTmg",Senate of Republican,26,0.321,0.623,0.056,-0.8176
34,Republican,"Last week—on the 75th Anniversary of D-Day—members of @SenateGOP joined @realDonaldTrump, veterans, and world leaders on the hallowed beaches of Normandy to honor the heroes of World War II.

Watch below as senators share more from their moving experience ⬇️ https://t.co/F6ktCiVjef",Senate of Republican,41,0.079,0.746,0.175,0.5859
35,Republican,"@SenJohnThune Welcome to the Senate, Murdo! 👋",Senate of Republican,7,0.0,0.603,0.397,0.5093
36,Republican,"In our nation’s robust jobs market, American workers are in the driver’s seat. https://t.co/RS0SfUB636",Senate of Republican,14,0.0,0.844,0.156,0.34
37,Republican,"""Hirings increased to 5.9 million in April, the highest level since the Labor Department started keeping track.""",Senate of Republican,17,0.0,0.884,0.116,0.2732
38,Republican,"New from @CNBC:  ""Hiring by US businesses hits a record high""

https://t.co/REFicT2ujr",Senate of Republican,12,0.0,1.0,0.0,0.0
39,Republican,"75 years ago, thousands of brave Americans gave their lives storming the beaches of Normandy.
 
@SenateGOP joined @realdonaldtrump, veterans &amp; world leaders on that same hallowed ground to honor the Greatest Generation, whose bravery helped save the world. https://t.co/14pzcn6yrc",Senate of Republican,39,0.0,0.664,0.336,0.9531
40,Republican,"Happy Birthday, @VP! 🎈 https://t.co/ImrtjSJJ2z",Senate of Republican,5,0.0,0.429,0.571,0.6114
41,Republican,"Paychecks are getting bigger. 

Annual wage growth has been 3% or higher for ten straight months.

#MayJobsReport https://t.co/PRS2RG1hxr",Senate of Republican,18,0.0,0.78,0.22,0.5423
42,Republican,"May’s #JobsReport shows the unemployment rate continues to be the lowest in 50 years, since man first walked on the moon. https://t.co/AbhzrHYzV8",Senate of Republican,22,0.216,0.784,0.0,-0.6705
43,Republican,"75 years ago, members of the greatest generation stormed the beaches of Normandy to fight for the cause of freedom. Today we pay tribute to these heroes who fought for a better world. #DDay75 🇺🇸

https://t.co/6X0Acp0QEX",Senate of Republican,36,0.129,0.573,0.299,0.8834
44,Republican,"75 years ago, thousands of brave Americans gave their lives storming the beaches of Normandy.
 
Today, @SenateGOP joined @POTUS, veterans, and world leaders on that same hallowed ground to honor the Greatest Generation, whose bravery helped save the world.
 
#DDay75thAnniversary https://t.co/1fDRYj4DF9",Senate of Republican,41,0.0,0.677,0.323,0.9531
45,Republican,"75 years ago, Allied forces waded through waist-deep waters amid a barrage of gunfire to storm the beaches of Normandy.

The assault marked the start of Allied forces’ campaign to liberate Nazi-occupied Europe &amp; the beginning of the end of World War II.

#DDay75thAnniversary https://t.co/I7ItT70h28",Senate of Republican,45,0.155,0.845,0.0,-0.8271
46,Republican,"The #GreenNewDeal has a huge $93 trillion price tag. Now @AOC says we need $10T for her big green bomb. Democrats have no clue how much their radical ideas cost. But w/ more innovation, not more taxation &amp; regulation, we can further reduce carbon emissions w/o bankrupting America https://t.co/1jVuDZLlXR",Senate of Republican,49,0.099,0.806,0.095,-0.0534
47,Republican,"“These are the men who took the cliffs. 

These are the champions who helped free a continent. 

These are the heroes who helped end a war.” 

– Ronald Reagan 

#DDay75 https://t.co/rmHsy2LZ6X",Senate of Republican,31,0.0,0.714,0.286,0.875
48,Republican,"100 years ago today the Senate passed the 19th Amendment to the Constitution, granting women the right to vote.

Today, a bipartisan group of senators join together to celebrate this historic achievement.

WATCH:

https://t.co/9oGNPEEVF9",Senate of Republican,34,0.0,0.785,0.215,0.802
49,Republican,"The Senate Republican leadership team (@senatemajldr, @SenJohnThune, @SenJohnBarrasso, @SenJoniErnst, @RoyBlunt , @SenToddYoung) hosts their weekly press conference.

WATCH: https://t.co/BDI0YjFZ3R",Senate of Republican,19,0.0,1.0,0.0,0.0
50,Republican,"100 years ago today the Senate approved the Woman Suffrage Amendment, clearing the way for state ratification of the 19th Amendment to the Constitution and granting women the right to vote. https://t.co/MA8tJltjny",Senate of Republican,32,0.0,0.855,0.145,0.6249
51,Republican,"⚡️ “2019 Military Appreciation Month” by @SenateGOP

https://t.co/vEzAzbXAD8",Senate of Republican,8,0.0,0.68,0.32,0.5106
52,Republican,"We honor the life and legacy of former U.S. Senator Thad Cochran, who represented the people of Mississippi in the U.S. Senate from 1978 to 2018 and in the U.S. House of Representatives from 1973 to 1978. https://t.co/FG6AYwyM5R",Senate of Republican,38,0.0,0.92,0.08,0.4939
53,Republican,This #MemorialDay we honor and remember those who gave their lives in service to our country. And to all our nation’s heroes and their families — thank you. 🇺🇸 https://t.co/JndEeCPsJb,Senate of Republican,30,0.0,0.743,0.257,0.8402
54,Republican,"“I’m here to say thank you, that we appreciate your service to your country very much, and we want you to know it’s greatly appreciated even though you don’t hear it every day.” - @ChuckGrassley #MilitaryAppreciationMonth https://t.co/oqzFjWMrdQ",Senate of Republican,37,0.0,0.76,0.24,0.8439
55,Republican,“Join me in thanking Texas veterans who have given so much.” - @JohnCornyn https://t.co/ihs6zH2r3B,Senate of Republican,14,0.0,1.0,0.0,0.0
56,Republican,"“I want to send a message to all the women and men in uniform across the world. I believe that you are the best, and I mean the very best that America has to offer and I just want to say thank you.” - @sendavidperdue https://t.co/Qhscl23bYU",Senate of Republican,46,0.0,0.727,0.273,0.91
57,Republican,"“I just want to extend my thanks, on behalf of all Pennsylvanians, for the men and women who serve our country.” - @SenToomey https://t.co/Bs8m54SBhS",Senate of Republican,24,0.0,0.772,0.228,0.5994
58,Republican,"“The people of Wyoming are very grateful for the men and women in our communities and our nation who protect us, who keep us safe and free, and have done it over the generations.” - @SenJohnBarrasso https://t.co/ChftofDaFD",Senate of Republican,37,0.0,0.726,0.274,0.902
59,Republican,"“To all of our amazing men and women in uniform across North Dakota, we say thank you.” - @SenJohnHoeven 🇺🇸 https://t.co/azmQUWc0ry",Senate of Republican,21,0.0,0.741,0.259,0.743
60,Republican,"“To all the members of our #military men and women who are doing us so proud, from this marine, thank you, Semper Fi, always faithful.” - @SenPatRoberts #SemperFi https://t.co/14le5UmqUo",Senate of Republican,29,0.0,0.8,0.2,0.7573
61,Republican,🇺🇸 https://t.co/KgbH1EAbvn,Senate of Republican,2,0.0,1.0,0.0,0.0
62,Republican,"“I want to express my appreciation to the men and women in uniform and their families who protect us, sacrifice for us, who work hard to make sure America stays the great and strong country that it has always been. Thanks so much.” - @SenCapito https://t.co/n7b8Pq4nfr",Senate of Republican,46,0.024,0.636,0.34,0.9545
63,Republican,"“#MilitaryAppreciationMonth, an opportunity for us to say thank you to the men and women who wear the uniform of the United States of America. This is a chance to say thank you one more time. Not just to them, but to their families as well and for their sacrifice.”-@SenatorRounds https://t.co/d7eD2C8ORG",Senate of Republican,50,0.0,0.79,0.21,0.8151
64,Republican,"“This month we dedicate time to recognize the contributions and sacrifices of the brave men and women who have served or are presently serving in the American Armed Forces. So please join me in showing your support of our #military personnel."" - @JimInhofe, U.S. Army https://t.co/RUgAiH477q",Senate of Republican,46,0.0,0.786,0.214,0.8799
65,Republican,"“Thanks to all the brave men and women of our armed forces for fighting to protect us at home and abroad. I send a special thanks to everyone serving in Mississippi, especially the 155th BCT National Guard.” - @SenHydeSmith https://t.co/VGr1Tamqrg",Senate of Republican,40,0.054,0.694,0.252,0.8442
66,Republican,"“We in America owe a great deal of gratitude to those who are in our fighting forces, to keep America safe and free. We appreciate the work you do very, very much. Thank you.” - @SenatorRomney https://t.co/a7qb4V7gOS",Senate of Republican,37,0.05,0.562,0.388,0.9505
67,Republican,"“To all our #military men and women around the world, especially those North Dakotans that serve at 4x the national rate, thank you.” - @SenKevinCramer https://t.co/TkL13cCT4d",Senate of Republican,26,0.0,0.906,0.094,0.3612
68,Republican,"“In honor of #MilitaryAppreciationMonth, I want to take a moment to thank all the men and women serving in the military, and to thank each and every one of you for your courage and selfless sacrifice that you have made in deciding to serve our country.” -@SenTedCruz https://t.co/MjIdKHV2Id",Senate of Republican,48,0.0,0.764,0.236,0.8934
69,Republican,"“I want to thank every member of the military, all men and all women for their service and of course we need to thank our veterans. The freedoms that we all live under are all based on the fact that so many people willing to serve"" -@SenRickScott, U.S. Navy, PO3 https://t.co/CygsDYcV6N",Senate of Republican,51,0.0,0.847,0.153,0.7579
70,Republican,"“During this #MilitaryAppreciationMonth, I want to recognize all our service members and their families for the sacrifices they’ve made to protect this nation and to keep us safe. You represent the very best of our country. Thank you for your selfless service.” - @SenatorFischer https://t.co/JqhMExahzu",Senate of Republican,45,0.0,0.734,0.266,0.9152
71,Republican,"”As a Marine, I want to thank our men and women currently serving in uniform, and their families. You keep us safe and secure. You make us proud. You put your lives on the line every day to defend all that we believe in. Thank you so much.” -@SenToddYoung, U.S. Marine Corp, Capt. https://t.co/pq8KwMVeTL",Senate of Republican,54,0.0,0.758,0.242,0.9136
72,Republican,"“The more contact I have with the men and women of our military – the finest among us – the more respect I have for your dedication to duty, your service and your sacrifice. I want to sincerely thank you for all you do to defend our freedom.” - @SenRonJohnson https://t.co/Mkyl3IXOca",Senate of Republican,51,0.0,0.799,0.201,0.8516
73,Republican,"“As a combat veteran, I want to thank our men and women in uniform and their families for serving in times of great stress to our nation and for their selfless serves and their sacrifice in conflict all around this globe.” - @SenJoniErnst, Iowa National Guard, Lieutenant Colonel https://t.co/oCTquJQDft",Senate of Republican,49,0.135,0.722,0.143,0.1027
74,Republican,“North Carolina has a proud tradition of men and women serving our country in the Armed Services. We owe them a debt of gratitude.” - @SenThomTillis https://t.co/KSHcAPHOAR,Senate of Republican,27,0.091,0.797,0.112,0.1531
75,Republican,"""Today and everyday we thank, we appreciate, we celebrate the men and women who serve us in our military."" - @lisamurkowski https://t.co/F4jUrPQxG5",Senate of Republican,22,0.0,0.669,0.331,0.836
76,Republican,"This #MilitaryAppreciationMonth, Senate Republicans would like to send a special message to all of our nation's heroes who protect our freedom. Thank you. 🇺🇸 https://t.co/rOEs6Qkzd3",Senate of Republican,25,0.0,0.503,0.497,0.9501
77,Republican,"Under the one-size-fits-all health care system top @SenateDems are pushing, Americans will pay more to wait longer for worse care. 
 
As @HouseBudgetDems hold another hearing on the extreme proposal, find out how many citizens will be impacted in your state 🔻",Senate of Republican,41,0.094,0.734,0.172,0.5719
78,Republican,"As @HouseBudgetDems hold a hearing on their one-size-fits-all health care proposal, Americans deserve to know the truth:

Under this extreme proposal, patients nationwide would pay more to wait longer for worse care. 

Unacceptable. https://t.co/Kk5sIgA7Gt",Senate of Republican,34,0.174,0.625,0.201,0.296
79,Republican,"Thanks to Republicans’ tax reform, America’s economy is strong, healthy, and growing. 📈⬆️ https://t.co/ft383PoJU9",Senate of Republican,14,0.0,0.485,0.515,0.8625
80,Republican,HAPPENING NOW 👇 https://t.co/cJvJIYadqE,Senate of Republican,4,0.0,1.0,0.0,0.0
81,Republican,"📺TUNE IN: The Senate Republican leadership team (@senatemajldr, @SenJohnThune, @SenJohnBarrasso, @SenJoniErnst, @RoyBlunt , @SenToddYoung) hosts their weekly press conference ⬇️
https://t.co/CfS7VCphEa",Senate of Republican,21,0.0,1.0,0.0,0.0
82,Republican,"NEW from @GallupNews:

✅ Over 7 in 10 Americans feel positively about the U.S. job market

✅ Employment optimism among workforce is highest since 2000

✅ Majority of Americans rate economy positively and say it's improving

https://t.co/FAkqTmkc6P",Senate of Republican,37,0.0,0.689,0.311,0.9201
83,Republican,"""Optimism in America is Back."" - @SenDavidPerdue https://t.co/7CoCKPuWb6",Senate of Republican,8,0.0,0.632,0.368,0.5423
84,Republican,"Under the one-size-fits-all health care system top @SenateDems are pushing, Americans will pay more to wait longer for worse care. 
 
Find out how many citizens will be impacted in your state🔻",Senate of Republican,31,0.116,0.672,0.212,0.5719
85,Republican,"BREAKING: U.S. consumer sentiment surges to highest level in 15 years. 🔼🔼
https://t.co/y75b1FrHiY",Senate of Republican,13,0.0,1.0,0.0,0.0
86,Republican,We're LIVE now! Tune in 👇 https://t.co/WnlILPVQIU,Senate of Republican,7,0.0,1.0,0.0,0.0
87,Republican,"🚨 LIVE at 1:40pmET:

Republicans speak from the Senate floor to honor the service and sacrifice of our nation's heroes.

#MilitaryAppreciationMonth 

https://t.co/yxFJ9eXW58",Senate of Republican,22,0.0,0.745,0.255,0.7579
88,Republican,"As family, friends, and former colleagues gather in Indiana to mourn the loss of Senator Richard Lugar, we honor his extraordinary legacy of service to our nation and the people of Indiana. https://t.co/2Do98QLYgi",Senate of Republican,33,0.126,0.718,0.156,0.296
89,Republican,"May is #MilitaryAppreciationMonth—a time to honor the service and sacrifice of our nation’s heroes.
 
America thanks you. https://t.co/qy9iElHpg8",Senate of Republican,18,0.0,0.615,0.385,0.8555
90,Republican,".@SenSanders, @SenMarkey and @AOC led a rally last night for the #GreenNewDeal.

Their extreme proposal is unaffordable, unworkable and unpopular. 

Maybe that’s why zero @SenateDems voted for it? https://t.co/mxoM5Z0wAt",Senate of Republican,29,0.0,1.0,0.0,0.0
91,Republican,"📺TUNE IN: The Senate Republican leadership team (@senatemajldr, @SenJohnThune, @SenJohnBarrasso, @SenJoniErnst, @RoyBlunt , @SenToddYoung) hosts their weekly press conference ⬇️

 https://t.co/cDUocOjct5",Senate of Republican,21,0.0,1.0,0.0,0.0
92,Republican,"#GreenNewDeal vote tally:
 
- 0 Yeas
 
- 57 Nays
 
- 43 “present”
 
#DemsDucked🦆 https://t.co/3oAZ2dpDgP",Senate of Republican,14,0.0,1.0,0.0,0.0
93,Republican,"A brief history of the #GreenNewDeal
 
2/7: @AOC &amp; @SenMarkey reveal the plan. @SenateDems rush to support.
 
2/14: @senatemajldr says the Senate will take a vote.
 
2/27: @SenSchumer calls vote a “sham”. Dems backtrack.
 
3/26: Senate votes. Not a single Dem votes in favor.

🤔 https://t.co/HW4Mz38X3r",Senate of Republican,46,0.0,0.878,0.122,0.6597
94,Republican,"Thank you to all who serve. 

#NationalPoliceWeek2019 https://t.co/ael4ZLtZkX",Senate of Republican,8,0.0,0.737,0.263,0.3612
95,Republican,"After saying there’s no ‘middle ground’ on climate policy, @SenSanders will appear tonight with @AOC and @SenMarkey to rally support for the radical #GreenNewDeal.
 
But just a few weeks ago, zero @SenateDems backed the plan when it came up for a vote. 🧐
 
….Awkward. https://t.co/f7XIHgtgbl",Senate of Republican,45,0.049,0.867,0.084,0.1531
96,Republican,"One-size-fits-all health care means Americans will pay more to wait longer for worse care.

Even @WashingtonPost editorial writers agree 👀 https://t.co/YWVx1xNxD2",Senate of Republican,21,0.158,0.528,0.313,0.6597
97,Republican,Even @SenSanders agrees the economy is taking off! 🚀 https://t.co/NXpb60TQZL,Senate of Republican,10,0.0,0.793,0.207,0.2714
98,Republican,#HappyMothersDay https://t.co/aHyH1vRZhf,Senate of Republican,2,0.0,1.0,0.0,0.0
99,Republican,"Today is Military Spouse Appreciation Day 🇺🇸

On this day—and every day—we honor the contribution and sacrifice made by America's military spouses. Thank you. https://t.co/Jo7EoFQKJI",Senate of Republican,25,0.0,0.71,0.29,0.8402
100,Republican,"Wages are rising, jobs are growing, and the economy is booming thanks to pro-jobs Republican policies. Even @SenSanders agrees the economy is taking off! 🚀 https://t.co/QrnRO2ApZK",Senate of Republican,26,0.0,0.767,0.233,0.69
101,Republican,"Even @WashingtonPost editorial writers agree: One-size-fits-all health care would create a “cascade of problems.”

🔻 https://t.co/pwVRhuJ4Ec",Senate of Republican,16,0.0,0.585,0.415,0.7783
102,Republican,"NEW: Nearly 70% of Economists Expect Faster Wage Growth Over Next Year, @WSJ Survey Says

https://t.co/pAfisFyXMu",Senate of Republican,16,0.0,0.852,0.148,0.3818
103,Republican,"The Democrats’ one-size-fits-all health care proposal would cause Americans to:
 
❌ PAY MORE
 
❌ To WAIT LONGER
 
❌ For WORSE CARE
 
More from @SenJohnBarrasso on @AmericaNewsroom🔻 https://t.co/BMTB6h8EEc",Senate of Republican,27,0.18,0.604,0.216,0.2885
104,Republican,"📺 LIVE from the United States Senate: It's National #SmallBusinessWeek!

https://t.co/LkRxQKh0Ek",Senate of Republican,11,0.0,0.744,0.256,0.4753
105,Republican,".@USATODAY this week slammed Democrats’ push for a one-size-fits-all health care system, calling it a ‘pipe dream.’ In reality, it would be a nightmare with longer lines, higher taxes, and lower quality care. https://t.co/Qih1sI8BDK",Senate of Republican,34,0.06,0.765,0.175,0.6369
106,Republican,"📺WATCH:

Live from the U.S. Capitol, members of the @SenateGOP leadership team brief the press.

https://t.co/li9GL8OfdG",Senate of Republican,16,0.0,1.0,0.0,0.0
107,Republican,"Under Democrats’ One-Size-Fits-All Health Care plan:

💰Americans will PAY MORE
⌚️To WAIT LONGER
🤒For WORSE CARE

#MedicareForAll means #ChoicesForNone https://t.co/ntchCr1a3W",Senate of Republican,20,0.205,0.55,0.245,0.2885
108,Republican,"Just two years ago, @SenSanders said the economy was “rigged.” 
 
Now, after two years of Republican pro-growth policies, even Bernie can’t deny that America’s economy is red-hot. 📈 🔥 🇺🇸 https://t.co/mXv8eBg53w",Senate of Republican,31,0.079,0.921,0.0,-0.34
109,Republican,"""Two years of exhaustive investigation, and nothing to establish the fanciful conspiracy theory that Democratic politicians and TV talking heads had treated like a foregone conclusion.""

@senatemajldr on Special Counsel Mueller's Findings: Case Closed.

👀👇 https://t.co/ojAZ0IMUOR",Senate of Republican,36,0.119,0.754,0.127,0.0772
110,Republican,"🗞️🚨 JUST IN from @MKTWeconomics: 

""Job openings in U.S. jump to 7.49 million — more proof of ultra-strong labor market""
 
https://t.co/Gbb4CZ3mDB",Senate of Republican,21,0.0,1.0,0.0,0.0
111,Republican,"On National Teacher Day, Americans recognize and celebrate the important and impactful work of teachers across the nation. Thank you! 🍎 #TeacherAppreciationDay https://t.co/1zxK7Q878c",Senate of Republican,23,0.0,0.696,0.304,0.807
112,Republican,"Happy National #SmallBusinessWeek! 
 
This week, we celebrate the 30 million innovative, job-creating small business owners across the nation.

THANK YOU for your contribution to America’s BOOMING economy! 

🇺🇸👷‍♀️👨‍🏭 https://t.co/GvGE2NBku8",Senate of Republican,29,0.0,0.639,0.361,0.9339
113,Republican,"While Republicans work to continue America’s robust economic growth, Democrats are pushing socialist policies that would destroy America’s robust economy. https://t.co/UNnwh6I8Rx",Senate of Republican,21,0.125,0.609,0.265,0.4404
114,Republican,"Since @POTUS @realdonaldtrump and Republicans in Congress passed tax reform:

✨  3.5 million new jobs have been created

✨  Wages continue to rise

AND...

🌚  3.6% unemployment rate is the lowest since man first walked on the moon.

👨‍🚀🚀  #MayThe4thBeWithYou https://t.co/Jl8XASG8Qm",Senate of Republican,41,0.129,0.824,0.047,-0.5423
115,Republican,"✨ 🌚 ✨

FYI: The unemployment rate hasn't been this low since man first walked on the moon.

Republican policies are working.

👨‍🚀 🚀 https://t.co/ReuCdrUal7",Senate of Republican,25,0.204,0.697,0.098,-0.4102
116,Republican,Here’s what they’re saying about April’s 🔥 #jobsreport https://t.co/uMr3r6ElNo,Senate of Republican,9,0.0,1.0,0.0,0.0
117,Republican,"This blockbuster jobs report shows Republican pro-growth policies continue to fuel a red-hot American economy. Job creation beat expectations last month, with a whopping 263,000 new jobs added. --@SenJohnBarrasso",Senate of Republican,29,0.0,0.806,0.194,0.7184
118,Republican,"Republicans’ pro-jobs policies continue to fuel a red hot American economy. 

More jobs, higher wages, and THE LOWEST UNEMPLOYMENT RATE IN 50 YEARS! 🇺🇸🙌 

https://t.co/yqH7zbRbzv",Senate of Republican,25,0.248,0.752,0.0,-0.8052
119,Republican,Democrats’ agenda: Socialist policies for all. Freedom for none. https://t.co/ge8YeNcWFo,Senate of Republican,10,0.0,0.682,0.318,0.6369
120,Republican,"BREAKING: The productivity of American workers SOARED in the first quarter &amp; pushed the increase over the past year to the highest level since 2010 🙌🇺🇸

https://t.co/KYdLKQ0XMf",Senate of Republican,27,0.0,0.919,0.081,0.3182
121,Republican,"CBO raises warning signs about forcing Americans into government health care, including: massive spending increases, higher taxes, longer lines, less choice, and lower quality care. https://t.co/Q2tgABVufq",Senate of Republican,26,0.132,0.672,0.196,0.4703
122,Republican,Medicare For All: A radical overhaul that will eliminate private health insurance for 180 million working Americans while threatening the quality care current seniors receive from Medicare. https://t.co/7WLR3mHgpu,Senate of Republican,28,0.108,0.791,0.101,-0.0516
